epoch,training_loss,accuracy,precision,recall,f1score
1,0.2748334923779534,0.8954607977991746,0.9084084084084084,0.8812818645302258,0.8946395563770795
2,0.10194059199144062,0.9161852361302155,0.895200276243094,0.9441005098324836,0.9190003544842255
3,0.07691288441277541,0.9005043558000917,0.8694048616932104,0.9442825928623453,0.9052980710482674
