epoch,training_loss,accuracy,precision,recall,f1score
1,0.28562790513637953,0.8847317744154057,0.9341808488825097,0.8295702840495266,0.8787732664673547
2,0.13146003010548202,0.9163686382393398,0.9444875776397516,0.8860160233066279,0.9143179255918827
3,0.09935542315589876,0.9222375057313159,0.9364661654135338,0.9071376547705754,0.9215686274509803
